age_group,workclass,education,marital_status,occupation,relationship,race,sex,hours_per_week,US_native,over_50k
25-34,Private,Some-college,Never-married,Exec-managerial,Not-in-family,Black,Female,40,T,F
25-34,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
45-54,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
55-64,Private,Assoc-voc,Widowed,Prof-specialty,Not-in-family,White,Female,40,T,F
45-54,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty,Husband,Other,Male,55,T,T
25-34,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,T,F
25-34,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,T,T
55-64,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,F
45-54,Private,Bachelors,Never-married,Exec-managerial,Unmarried,Black,Female,45,T,F
25-34,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,T,F
35-44,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,F,T
15-24,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,T,F
35-44,Local-gov,7th-8th,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,T,F
25-34,Self-emp-not-inc,Assoc-voc,Never-married,Other-service,Not-in-family,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,T
45-54,Private,Bachelors,Divorced,Prof-specialty,Unmarried,White,Female,50,T,F
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,F
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,45,F,F
45-54,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,46,T,F
25-34,Local-gov,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,40,T,F
45-54,Local-gov,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,40,T,T
35-44,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,F
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
35-44,State-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,Amer-Indian-Eskimo,Male,84,T,F
25-34,Private,Some-college,Never-married,Adm-clerical,Own-child,White,Female,40,T,F
35-44,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,T,F
35-44,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Own-child,White,Male,50,T,T
25-34,Private,HS-grad,Divorced,Sales,Unmarried,Other,Female,40,F,F
15-24,Private,Some-college,Never-married,Other-service,Own-child,White,Male,40,T,F
15-24,Private,Some-college,Never-married,Other-service,Own-child,White,Female,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Self-emp-not-inc,10th,Never-married,Exec-managerial,Not-in-family,White,Male,75,T,T
35-44,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,90,T,T
45-54,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,T,T
25-34,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
45-54,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,50,T,F
25-34,Private,Some-college,Divorced,Exec-managerial,Own-child,White,Female,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,T
55-64,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,T,F
45-54,State-gov,10th,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,T,F
35-44,Private,HS-grad,Widowed,Sales,Unmarried,White,Male,40,T,F
25-34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
35-44,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,T
35-44,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,99,T,F
45-54,Private,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
35-44,Federal-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
65+,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Asian-Pac-Islander,Male,40,F,F
45-54,Self-emp-not-inc,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,F
45-54,Private,HS-grad,Divorced,Exec-managerial,Unmarried,White,Male,60,T,F
25-34,Private,Assoc-acdm,Never-married,Sales,Not-in-family,White,Female,40,T,F
35-44,Private,Some-college,Divorced,Tech-support,Unmarried,White,Female,40,T,F
25-34,Local-gov,HS-grad,Married-civ-spouse,Handlers-cleaners,Other-relative,White,Male,50,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,48,T,F
25-34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,F
35-44,Private,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Female,48,T,F
15-24,Private,Assoc-voc,Never-married,Craft-repair,Unmarried,White,Male,40,T,F
45-54,Local-gov,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,T,F
45-54,Private,5th-6th,Married-civ-spouse,Transport-moving,Husband,Amer-Indian-Eskimo,Male,40,T,F
55-64,Private,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,F
15-24,Local-gov,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,48,T,F
25-34,Private,10th,Separated,Craft-repair,Unmarried,White,Female,40,T,F
45-54,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,T,T
65+,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,T,F
55-64,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,Black,Male,45,T,T
25-34,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,T,T
65+,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
35-44,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Female,40,F,F
45-54,State-gov,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,T,T
15-24,Private,Some-college,Never-married,Protective-serv,Not-in-family,Black,Male,60,T,F
25-34,Private,11th,Never-married,Craft-repair,Own-child,White,Male,40,T,F
15-24,Private,Assoc-acdm,Never-married,Prof-specialty,Own-child,White,Male,40,T,F
35-44,Private,HS-grad,Divorced,Tech-support,Unmarried,White,Female,40,T,F
25-34,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,65,T,T
25-34,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,40,T,T
55-64,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,T
25-34,Private,10th,Never-married,Other-service,Unmarried,White,Male,40,T,F
55-64,Local-gov,Some-college,Divorced,Other-service,Not-in-family,White,Male,45,T,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,T,T
45-54,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,T,F
55-64,Private,HS-grad,Divorced,Tech-support,Not-in-family,Black,Female,40,T,F
35-44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,70,T,T
55-64,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,40,T,F
35-44,Self-emp-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,T,F
15-24,Private,11th,Never-married,Other-service,Unmarried,Black,Female,40,T,F
45-54,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,T,T
35-44,Private,Bachelors,Never-married,Sales,Own-child,White,Male,60,T,F
25-34,Private,HS-grad,Never-married,Transport-moving,Own-child,Black,Male,40,T,F
35-44,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,F,T
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,T,F
35-44,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,T,T
25-34,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,T
15-24,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,40,T,F
35-44,Private,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Male,40,T,F
45-54,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,60,T,F
35-44,State-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
25-34,Self-emp-not-inc,Assoc-acdm,Divorced,Sales,Unmarried,Black,Male,60,T,F
35-44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
35-44,Self-emp-not-inc,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Local-gov,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,50,T,F
35-44,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,40,F,F
35-44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,43,T,F
55-64,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
25-34,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,F,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
15-24,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,60,T,F
35-44,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,F
35-44,Private,Some-college,Never-married,Transport-moving,Own-child,White,Male,45,T,F
45-54,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,40,T,F
35-44,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,T,F
25-34,Private,Bachelors,Divorced,Exec-managerial,Other-relative,White,Female,50,T,F
35-44,Local-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
15-24,Self-emp-inc,Bachelors,Never-married,Handlers-cleaners,Own-child,White,Male,40,T,F
45-54,Private,9th,Separated,Other-service,Unmarried,Other,Female,40,F,F
15-24,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,40,T,F
45-54,Self-emp-not-inc,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,T,F
65+,Private,11th,Never-married,Priv-house-serv,Not-in-family,White,Female,75,T,F
15-24,Federal-gov,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,T,F
35-44,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,50,T,T
55-64,Local-gov,Masters,Widowed,Prof-specialty,Unmarried,White,Female,50,T,F
25-34,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,T,T
25-34,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,T,F
45-54,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,40,T,F
15-24,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,T,F
25-34,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,T,F
55-64,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,T,T
55-64,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,T,T
25-34,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,T,F
45-54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,T,T
55-64,Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,T,T
35-44,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,T,F
25-34,Local-gov,Some-college,Never-married,Farming-fishing,Not-in-family,White,Male,40,T,F
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,T,T
25-34,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,T,F
35-44,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,40,F,T
35-44,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,T
15-24,Private,Some-college,Never-married,Craft-repair,Own-child,White,Male,45,T,F
55-64,Self-emp-not-inc,Some-college,Widowed,Farming-fishing,Unmarried,White,Female,50,T,F
25-34,State-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,F
45-54,Federal-gov,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,T,F
35-44,Private,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,40,F,F
45-54,Self-emp-inc,Some-college,Divorced,Exec-managerial,Not-in-family,White,Male,65,T,T
45-54,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,54,T,T
25-34,Private,9th,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,T,F
25-34,Private,Some-college,Separated,Other-service,Unmarried,Other,Female,70,T,F
25-34,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,Male,40,T,F
35-44,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,50,F,T
15-24,Private,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,50,T,F
35-44,Private,HS-grad,Never-married,Tech-support,Not-in-family,White,Male,62,F,F
45-54,Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,45,T,T
35-44,Federal-gov,Some-college,Divorced,Handlers-cleaners,Unmarried,Black,Female,40,T,F
15-24,Private,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,T,F
25-34,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,F,F
25-34,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,54,T,F
35-44,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Male,45,T,F
45-54,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,50,T,T
35-44,State-gov,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
25-34,Private,Bachelors,Married-civ-spouse,Sales,Husband,Black,Male,90,T,T
45-54,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,Black,Male,40,T,F
35-44,State-gov,Masters,Married-civ-spouse,Exec-managerial,Wife,Black,Female,40,T,F
35-44,Private,Assoc-voc,Divorced,Sales,Own-child,White,Male,50,T,F
25-34,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,T,T
65+,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
45-54,Private,HS-grad,Divorced,Prof-specialty,Not-in-family,White,Male,42,T,F
45-54,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,45,T,F
55-64,Private,Assoc-acdm,Divorced,Adm-clerical,Unmarried,White,Female,40,T,F
35-44,Private,HS-grad,Divorced,Transport-moving,Not-in-family,White,Male,45,T,F
25-34,Private,Assoc-acdm,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,60,T,F
25-34,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,40,T,F
65+,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Farming-fishing,Husband,White,Male,98,T,F
35-44,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,T,F
45-54,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,T,T
35-44,Private,7th-8th,Never-married,Other-service,Own-child,Black,Male,56,T,F
15-24,Private,HS-grad,Separated,Machine-op-inspct,Own-child,White,Male,53,T,F
25-34,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,T,T
25-34,Private,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,40,T,F
25-34,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,65,T,F
55-64,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,60,T,F
25-34,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Other,Female,40,F,T
25-34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,T,F
55-64,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
25-34,State-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,90,T,F
45-54,Private,Masters,Divorced,Prof-specialty,Not-in-family,White,Female,40,T,T
45-54,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,50,T,T
25-34,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,Black,Male,45,T,F
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,T,F
25-34,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,T,F
25-34,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Male,40,T,F
35-44,Private,Bachelors,Divorced,Prof-specialty,Unmarried,Black,Female,40,T,F
35-44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,F,F
45-54,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,T,F
45-54,Local-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,40,T,T
45-54,Private,Bachelors,Married-civ-spouse,Tech-support,Wife,White,Female,40,T,T
35-44,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
35-44,State-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,T,F
25-34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,45,T,T
45-54,Local-gov,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,40,T,T
45-54,Federal-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,Asian-Pac-Islander,Female,40,F,F
35-44,Self-emp-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,50,T,F
45-54,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,T,T
25-34,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,42,T,F
35-44,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,F
45-54,Self-emp-not-inc,Masters,Married-civ-spouse,Farming-fishing,Husband,White,Male,45,T,F
55-64,Private,10th,Married-civ-spouse,Other-service,Husband,Black,Male,40,T,F
25-34,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,T,F
45-54,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
35-44,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,70,F,F
25-34,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,40,T,F
35-44,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,60,T,F
25-34,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Male,60,T,F
15-24,Private,Some-college,Never-married,Prof-specialty,Own-child,White,Female,40,T,F
45-54,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,T,F
15-24,Private,Some-college,Never-married,Exec-managerial,Own-child,White,Male,40,T,F
45-54,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,T,T
35-44,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,T,F
